Fecha;Tipo de Empleado;Departamento;Razon de Salida;Estado de Dedicacion;Nivel de Educacion;Ubicacion;Nivel de Antiguedad;Edad;Años en la Empresa;Salario Anual (USD);Horas Trabajadas por Semana;Tasa de Rotacion (%);Evaluacion de Desempeño (0-5);Tiempo de Capacitacion (horas)
8/8/2024;Ingeniero de Software;Recursos Humanos;Renuncia;Bajo;Licenciatura;Remoto;Senior;31;7;76889;38;6,8073;3,95;136
9/8/2024;Desarrollador;Desarrollo;Cambio de Sector;Promedio;Master;Remoto;Senior;65;9;108694;47;7,8219;2,90;195
10/8/2024;Gerente de Proyecto;Operaciones;Despido;Alto;Otros;Oficina Principal;Senior;36;3;37132;40;5,3851;1,72;130
11/8/2024;UI/UX Designer;Ventas;Falta de Oportunidades;Bajo;Master;Remoto;Lider;55;6;85682;41;3,8205;1,07;63
12/8/2024;Ingeniero de Software;Desarrollo;Jubilacion;Promedio;Licenciatura;Oficina Principal;Senior;65;4;29252;47;1,9103;2,28;196
13/8/2024;Product Owner;Soporte;Jubilacion;Promedio;Licenciatura;Oficina Principal;Director;65;5;113876;49;6,2484;3,01;88
14/8/2024;Analista de Datos;Consultoria;Cambio de Sector;Bajo;Licenciatura;Remoto;Senior;52;9;42501;35;9,8732;1,90;177
15/8/2024;Desarrollador;Ventas;Renuncia;Promedio;Tecnico;Oficina Principal;Director;42;2;85293;40;6,0993;4,65;182
16/8/2024;Tester;Ventas;Cambio de Sector;Promedio;Master;Remoto;Semi Senior;23;9;44393;37;7,7074;1,26;154
17/8/2024;Analista de Datos;Soporte;Despido;Bajo;Master;Oficina Principal;Semi Senior;63;8;87918;48;5,1024;2,25;187
18/8/2024;Gerente de Proyecto;Marketing;Cambio de Sector;Alto;Otros;Remoto;Lider;26;7;90018;39;1,8995;2,21;172
19/8/2024;Tester;Operaciones;Cambio de Sector;Promedio;Doctorado;Remoto;Semi Senior;34;1;42943;49;2,4162;3,87;61
20/8/2024;Product Owner;Operaciones;Renuncia;Alto;Master;Sucursal 1;Lider;31;2;32794;49;8,1881;4,55;29
21/8/2024;Desarrollador;Operaciones;Cambio de Sector;Alto;Otros;Oficina Principal;Senior;30;4;117217;36;6,5469;1,73;14
22/8/2024;Desarrollador;Consultoria;Renuncia;Bajo;Tecnico;Sucursal 1;Senior;36;5;61380;37;1,6130;4,84;151
23/8/2024;Tester;Operaciones;Jubilacion;Bajo;Licenciatura;Sucursal 1;Lider;65;6;45888;42;5,8650;4,82;153
24/8/2024;Desarrollador;Desarrollo;Falta de Oportunidades;Promedio;Otros;Remoto;Senior;37;4;84408;35;9,8056;1,88;106
25/8/2024;Gerente de Proyecto;Marketing;Jubilacion;Alto;Tecnico;Sucursal 1;Senior;65;2;56381;47;4,3722;3,58;136
26/8/2024;UI/UX Designer;Marketing;Renuncia;Promedio;Otros;Sucursal 1;Senior;25;6;115482;47;8,6522;3,11;191
27/8/2024;Tester;Desarrollo;Jubilacion;Bajo;Licenciatura;Oficina Principal;Lider;65;2;43701;35;3,8782;2,55;195
28/8/2024;UI/UX Designer;Recursos Humanos;Falta de Oportunidades;Alto;Otros;Sucursal 1;Junior;63;9;71029;49;5,3183;1,56;183
29/8/2024;Tester;Operaciones;Jubilacion;Alto;Tecnico;Remoto;Junior;65;1;46583;45;3,2014;4,95;34
30/8/2024;Desarrollador;Marketing;Condiciones Laborales;Alto;Doctorado;Oficina Principal;Lider;65;5;111205;41;3,9026;2,98;98
31/8/2024;Tester;Operaciones;Renuncia;Bajo;Doctorado;Remoto;Junior;54;6;38168;35;5,3722;4,00;96
1/9/2024;Analista de Datos;Soporte;Despido;Alto;Tecnico;Remoto;Director;40;2;59646;35;1,1255;2,81;103
2/9/2024;Tester;Operaciones;Falta de Oportunidades;Alto;Licenciatura;Oficina Principal;Senior;38;6;61945;49;2,3966;1,42;149
3/9/2024;Analista de Datos;Consultoria;Cambio de Sector;Alto;Master;Oficina Principal;Lider;37;3;103038;39;6,6190;4,14;117
4/9/2024;Gerente de Proyecto;Marketing;Renuncia;Alto;Otros;Remoto;Semi Senior;62;9;45831;48;3,7519;1,69;85
5/9/2024;Ingeniero de Software;Soporte;Condiciones Laborales;Bajo;Doctorado;Oficina Principal;Senior;62;5;36787;42;9,5600;4,06;108
6/9/2024;UI/UX Designer;Consultoria;Falta de Oportunidades;Alto;Licenciatura;Remoto;Semi Senior;38;1;59223;42;1,0800;1,40;127
7/9/2024;Tester;Ventas;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Junior;53;2;83440;40;9,1982;4,32;174
8/9/2024;Desarrollador;Operaciones;Jubilacion;Promedio;Master;Remoto;Junior;65;3;63584;41;6,2890;3,71;30
9/9/2024;Desarrollador;Recursos Humanos;Jubilacion;Promedio;Master;Remoto;Lider;65;5;108696;35;3,8343;2,76;21
10/9/2024;Product Owner;Soporte;Cambio de Sector;Alto;Licenciatura;Remoto;Lider;55;3;74162;39;6,4454;3,48;118
11/9/2024;Product Owner;Consultoria;Despido;Promedio;Master;Remoto;Director;53;8;32268;45;4,8249;3,71;84
12/9/2024;Desarrollador;Ventas;Condiciones Laborales;Bajo;Master;Remoto;Junior;45;1;101383;37;1,9876;1,05;186
13/9/2024;UI/UX Designer;Ventas;Falta de Oportunidades;Promedio;Otros;Remoto;Lider;51;1;51806;48;1,9216;5,00;68
14/9/2024;Analista de Datos;Recursos Humanos;Cambio de Sector;Bajo;Tecnico;Sucursal 1;Junior;49;3;76094;37;9,8348;3,91;111
15/9/2024;Ingeniero de Software;Desarrollo;Falta de Oportunidades;Alto;Tecnico;Remoto;Director;27;7;29718;36;1,6334;1,72;129
16/9/2024;UI/UX Designer;Operaciones;Cambio de Sector;Bajo;Tecnico;Remoto;Lider;62;3;90167;42;7,2161;1,49;72
17/9/2024;Analista de Datos;Marketing;Condiciones Laborales;Alto;Otros;Remoto;Director;43;2;105343;44;2,6342;4,19;143
18/9/2024;UI/UX Designer;Soporte;Cambio de Sector;Promedio;Tecnico;Oficina Principal;Director;52;5;119373;49;8,7470;4,56;115
19/9/2024;Ingeniero de Software;Consultoria;Condiciones Laborales;Bajo;Doctorado;Sucursal 1;Lider;41;6;54988;45;8,0163;1,80;73
20/9/2024;Ingeniero de Software;Marketing;Renuncia;Alto;Doctorado;Oficina Principal;Lider;29;8;83431;38;2,5320;2,40;31
21/9/2024;Ingeniero de Software;Recursos Humanos;Condiciones Laborales;Bajo;Licenciatura;Remoto;Senior;60;7;119205;39;8,4867;1,19;179
22/9/2024;Analista de Datos;Recursos Humanos;Falta de Oportunidades;Bajo;Otros;Remoto;Lider;46;4;68840;37;5,6249;4,22;163
23/9/2024;Tester;Recursos Humanos;Despido;Promedio;Master;Sucursal 1;Senior;25;3;47315;40;4,9453;1,31;105
24/9/2024;Analista de Datos;Marketing;Renuncia;Alto;Licenciatura;Remoto;Semi Senior;39;5;33976;47;7,8545;4,56;57
25/9/2024;UI/UX Designer;Marketing;Renuncia;Bajo;Tecnico;Sucursal 1;Semi Senior;54;4;45290;46;7,4345;2,52;29
26/9/2024;Product Owner;Consultoria;Renuncia;Alto;Master;Oficina Principal;Director;44;7;50332;35;6,4529;3,52;158
27/9/2024;Ingeniero de Software;Soporte;Cambio de Sector;Alto;Master;Remoto;Director;27;9;83275;39;4,8161;1,59;185
28/9/2024;Ingeniero de Software;Soporte;Cambio de Sector;Promedio;Master;Remoto;Lider;58;5;53829;47;9,3207;2,54;22
29/9/2024;Product Owner;Operaciones;Renuncia;Promedio;Tecnico;Sucursal 1;Lider;40;6;101591;36;4,6848;1,37;86
30/9/2024;Analista de Datos;Operaciones;Cambio de Sector;Alto;Master;Remoto;Senior;37;6;73380;48;1,0332;3,78;89
1/10/2024;UI/UX Designer;Ventas;Falta de Oportunidades;Alto;Tecnico;Remoto;Lider;45;2;38062;45;4,0614;3,92;179
2/10/2024;Ingeniero de Software;Operaciones;Falta de Oportunidades;Promedio;Licenciatura;Remoto;Lider;36;9;89729;37;1,7006;1,03;138
3/10/2024;UI/UX Designer;Consultoria;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Director;65;9;97072;37;5,6932;2,53;74
4/10/2024;Gerente de Proyecto;Marketing;Renuncia;Promedio;Master;Sucursal 1;Senior;47;3;96819;41;5,3756;4,20;103
5/10/2024;UI/UX Designer;Operaciones;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Senior;56;8;104401;38;3,6273;2,46;49
6/10/2024;Analista de Datos;Operaciones;Cambio de Sector;Alto;Otros;Oficina Principal;Junior;52;9;53382;42;7,2463;1,49;18
7/10/2024;Gerente de Proyecto;Operaciones;Condiciones Laborales;Promedio;Master;Remoto;Junior;43;6;70297;44;5,5655;3,29;83
8/10/2024;Ingeniero de Software;Recursos Humanos;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Senior;35;2;61951;38;3,8265;1,24;163
9/10/2024;Ingeniero de Software;Soporte;Falta de Oportunidades;Promedio;Tecnico;Remoto;Lider;58;2;86575;43;6,6387;2,89;106
10/10/2024;Product Owner;Desarrollo;Despido;Bajo;Master;Oficina Principal;Lider;49;2;111322;38;5,0324;4,96;151
11/10/2024;Analista de Datos;Marketing;Cambio de Sector;Bajo;Otros;Remoto;Semi Senior;54;2;72697;40;5,7606;2,60;106
12/10/2024;Desarrollador;Soporte;Despido;Promedio;Otros;Oficina Principal;Junior;33;4;109264;45;4,3297;3,19;125
13/10/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Alto;Master;Sucursal 1;Director;65;5;57982;40;4,0957;4,25;112
14/10/2024;Analista de Datos;Consultoria;Falta de Oportunidades;Bajo;Master;Oficina Principal;Senior;48;8;83462;40;3,2512;1,10;102
15/10/2024;UI/UX Designer;Consultoria;Falta de Oportunidades;Bajo;Otros;Remoto;Junior;44;8;84709;45;3,2588;3,64;28
16/10/2024;Analista de Datos;Operaciones;Despido;Bajo;Licenciatura;Oficina Principal;Junior;44;7;96748;41;5,6140;2,13;163
17/10/2024;Product Owner;Consultoria;Jubilacion;Alto;Master;Sucursal 1;Senior;65;4;69606;46;3,4433;4,00;141
18/10/2024;Product Owner;Marketing;Jubilacion;Promedio;Master;Sucursal 1;Senior;65;3;64748;38;6,3953;1,18;189
19/10/2024;Tester;Marketing;Condiciones Laborales;Alto;Doctorado;Sucursal 1;Lider;55;7;33426;47;8,8292;2,94;149
20/10/2024;Ingeniero de Software;Marketing;Renuncia;Bajo;Doctorado;Remoto;Lider;54;8;70347;47;1,8509;1,67;164
21/10/2024;Ingeniero de Software;Consultoria;Falta de Oportunidades;Alto;Master;Sucursal 1;Junior;61;8;115877;39;4,7939;2,56;142
22/10/2024;Ingeniero de Software;Operaciones;Jubilacion;Promedio;Tecnico;Sucursal 1;Semi Senior;65;8;89488;35;6,7276;2,76;15
23/10/2024;Gerente de Proyecto;Marketing;Renuncia;Bajo;Tecnico;Sucursal 1;Junior;48;4;82761;37;4,9381;2,45;32
24/10/2024;UI/UX Designer;Recursos Humanos;Falta de Oportunidades;Promedio;Doctorado;Sucursal 1;Director;29;1;46507;48;8,7718;3,61;122
25/10/2024;Ingeniero de Software;Soporte;Cambio de Sector;Promedio;Licenciatura;Sucursal 1;Junior;43;5;68773;41;7,1132;2,62;159
26/10/2024;UI/UX Designer;Ventas;Jubilacion;Bajo;Licenciatura;Oficina Principal;Director;65;2;46712;42;6,4940;3,57;179
27/10/2024;Analista de Datos;Soporte;Jubilacion;Alto;Otros;Remoto;Lider;65;5;68417;39;6,2185;4,71;27
28/10/2024;Analista de Datos;Operaciones;Jubilacion;Promedio;Licenciatura;Sucursal 1;Junior;65;7;41832;40;1,9257;4,74;185
29/10/2024;Ingeniero de Software;Soporte;Falta de Oportunidades;Promedio;Doctorado;Remoto;Junior;37;7;70519;40;2,6257;2,84;102
30/10/2024;Gerente de Proyecto;Marketing;Jubilacion;Bajo;Tecnico;Sucursal 1;Junior;65;6;46247;45;5,1193;4,95;156
31/10/2024;Ingeniero de Software;Desarrollo;Renuncia;Promedio;Doctorado;Oficina Principal;Lider;33;9;119937;39;8,8809;4,85;158
1/11/2024;Product Owner;Operaciones;Despido;Alto;Master;Remoto;Semi Senior;51;2;37451;42;7,4253;4,09;109
2/11/2024;Tester;Ventas;Despido;Promedio;Tecnico;Remoto;Director;62;7;110457;35;8,7679;2,83;196
3/11/2024;Analista de Datos;Consultoria;Despido;Promedio;Master;Sucursal 1;Junior;45;6;72027;41;4,8363;3,58;165
4/11/2024;Ingeniero de Software;Desarrollo;Jubilacion;Alto;Tecnico;Oficina Principal;Senior;65;4;118452;47;8,4316;1,78;53
5/11/2024;Ingeniero de Software;Desarrollo;Renuncia;Bajo;Licenciatura;Oficina Principal;Director;56;6;79652;49;9,9059;1,06;30
6/11/2024;Desarrollador;Consultoria;Condiciones Laborales;Bajo;Otros;Oficina Principal;Junior;59;8;118693;37;2,4571;2,52;112
7/11/2024;Desarrollador;Ventas;Falta de Oportunidades;Bajo;Tecnico;Remoto;Semi Senior;38;8;118592;35;7,6606;3,06;62
8/11/2024;Ingeniero de Software;Consultoria;Jubilacion;Promedio;Otros;Remoto;Senior;65;1;30883;39;1,6936;1,00;46
9/11/2024;UI/UX Designer;Marketing;Renuncia;Promedio;Tecnico;Oficina Principal;Junior;55;8;111596;48;4,2744;1,39;197
10/11/2024;Tester;Recursos Humanos;Despido;Alto;Otros;Oficina Principal;Semi Senior;55;2;114928;41;5,9819;3,57;151
11/11/2024;Desarrollador;Soporte;Despido;Alto;Licenciatura;Remoto;Junior;46;1;35614;41;7,6196;2,71;83
12/11/2024;Ingeniero de Software;Consultoria;Falta de Oportunidades;Alto;Licenciatura;Remoto;Senior;32;3;68560;46;2,8835;2,27;91
13/11/2024;Tester;Ventas;Jubilacion;Promedio;Tecnico;Remoto;Semi Senior;65;4;117219;40;8,6204;1,78;100
14/11/2024;Gerente de Proyecto;Operaciones;Cambio de Sector;Alto;Otros;Oficina Principal;Director;53;2;76190;46;4,9564;2,39;170
15/11/2024;Ingeniero de Software;Soporte;Despido;Bajo;Doctorado;Sucursal 1;Semi Senior;65;3;89248;40;7,4996;2,49;76
16/11/2024;Ingeniero de Software;Operaciones;Renuncia;Bajo;Tecnico;Remoto;Senior;45;6;80775;36;3,5373;2,76;176
17/11/2024;UI/UX Designer;Desarrollo;Condiciones Laborales;Promedio;Otros;Sucursal 1;Junior;30;3;80014;37;1,8213;3,51;132
18/11/2024;Tester;Soporte;Condiciones Laborales;Alto;Doctorado;Remoto;Junior;51;9;112496;45;3,5529;2,45;186
19/11/2024;Analista de Datos;Ventas;Despido;Bajo;Doctorado;Oficina Principal;Lider;29;5;115254;35;7,0330;2,30;167
20/11/2024;Gerente de Proyecto;Desarrollo;Jubilacion;Alto;Otros;Oficina Principal;Semi Senior;65;6;85987;42;2,7815;1,03;123
21/11/2024;Gerente de Proyecto;Desarrollo;Jubilacion;Alto;Doctorado;Sucursal 1;Senior;65;8;52660;42;9,2842;2,71;138
22/11/2024;Analista de Datos;Ventas;Falta de Oportunidades;Alto;Tecnico;Sucursal 1;Lider;23;5;30992;41;2,8443;2,96;49
23/11/2024;Gerente de Proyecto;Recursos Humanos;Despido;Promedio;Otros;Sucursal 1;Semi Senior;54;6;119644;48;8,6528;1,99;22
24/11/2024;Ingeniero de Software;Operaciones;Despido;Bajo;Tecnico;Remoto;Junior;43;6;86508;47;4,8630;4,24;75
25/11/2024;Analista de Datos;Ventas;Renuncia;Alto;Otros;Sucursal 1;Junior;64;8;71559;36;2,2951;3,32;88
26/11/2024;Product Owner;Operaciones;Jubilacion;Promedio;Otros;Sucursal 1;Lider;65;4;49892;43;2,1020;2,18;99
27/11/2024;Ingeniero de Software;Marketing;Renuncia;Bajo;Master;Remoto;Lider;62;3;56839;48;7,5230;3,92;133
28/11/2024;Analista de Datos;Consultoria;Condiciones Laborales;Bajo;Doctorado;Remoto;Director;34;5;97214;43;2,6928;3,73;82
29/11/2024;Tester;Operaciones;Cambio de Sector;Alto;Doctorado;Sucursal 1;Semi Senior;58;6;33434;42;4,5161;2,55;107
30/11/2024;Ingeniero de Software;Consultoria;Cambio de Sector;Alto;Otros;Remoto;Junior;57;5;117885;35;5,1971;1,52;122
1/12/2024;Product Owner;Operaciones;Condiciones Laborales;Alto;Otros;Oficina Principal;Junior;52;2;39136;38;7,3742;2,75;35
2/12/2024;Gerente de Proyecto;Desarrollo;Condiciones Laborales;Bajo;Tecnico;Remoto;Lider;63;2;52244;46;6,1748;1,78;163
3/12/2024;UI/UX Designer;Soporte;Renuncia;Alto;Master;Sucursal 1;Director;35;3;51592;44;5,5856;2,47;167
4/12/2024;Analista de Datos;Marketing;Despido;Bajo;Tecnico;Remoto;Semi Senior;36;6;32953;41;1,1947;4,33;116
5/12/2024;Desarrollador;Consultoria;Jubilacion;Promedio;Licenciatura;Oficina Principal;Senior;65;4;91547;35;3,7234;4,51;169
6/12/2024;Analista de Datos;Ventas;Jubilacion;Bajo;Tecnico;Sucursal 1;Director;65;1;60165;43;9,7715;4,07;120
7/12/2024;Analista de Datos;Soporte;Despido;Bajo;Doctorado;Sucursal 1;Junior;43;2;101581;49;5,7075;3,06;149
8/12/2024;UI/UX Designer;Recursos Humanos;Renuncia;Bajo;Licenciatura;Remoto;Director;40;8;27356;40;6,4035;4,14;173
9/12/2024;Tester;Operaciones;Cambio de Sector;Alto;Tecnico;Oficina Principal;Director;57;2;87048;39;3,1959;2,24;158
10/12/2024;Ingeniero de Software;Marketing;Falta de Oportunidades;Bajo;Master;Remoto;Junior;40;4;99564;46;1,6279;1,97;26
11/12/2024;Ingeniero de Software;Ventas;Despido;Promedio;Doctorado;Remoto;Lider;41;7;116138;41;4,8453;4,95;95
12/12/2024;Desarrollador;Ventas;Jubilacion;Bajo;Licenciatura;Oficina Principal;Semi Senior;65;3;116795;40;4,3816;4,39;101
13/12/2024;UI/UX Designer;Consultoria;Despido;Bajo;Otros;Remoto;Senior;63;2;108108;43;9,5763;4,41;91
14/12/2024;Tester;Recursos Humanos;Cambio de Sector;Promedio;Licenciatura;Oficina Principal;Lider;28;3;40446;42;1,9256;2,53;109
15/12/2024;Ingeniero de Software;Ventas;Falta de Oportunidades;Bajo;Otros;Oficina Principal;Semi Senior;50;8;108005;40;2,0430;2,02;131
16/12/2024;Gerente de Proyecto;Desarrollo;Condiciones Laborales;Alto;Tecnico;Remoto;Lider;25;7;43549;44;9,2544;4,82;14
17/12/2024;Desarrollador;Marketing;Condiciones Laborales;Bajo;Otros;Oficina Principal;Senior;49;5;38932;45;3,9057;2,77;187
18/12/2024;Product Owner;Marketing;Renuncia;Bajo;Master;Remoto;Director;24;1;49362;39;7,6449;2,45;86
19/12/2024;Gerente de Proyecto;Desarrollo;Cambio de Sector;Alto;Licenciatura;Remoto;Senior;25;7;94913;42;5,7022;4,70;165
20/12/2024;UI/UX Designer;Ventas;Condiciones Laborales;Promedio;Tecnico;Oficina Principal;Junior;35;7;82390;36;1,5911;4,28;165
21/12/2024;Analista de Datos;Ventas;Falta de Oportunidades;Bajo;Doctorado;Sucursal 1;Junior;63;3;42762;36;1,7654;2,27;181
22/12/2024;Analista de Datos;Ventas;Despido;Bajo;Doctorado;Remoto;Semi Senior;47;3;118407;45;3,0558;1,11;114
23/12/2024;Ingeniero de Software;Recursos Humanos;Condiciones Laborales;Promedio;Doctorado;Oficina Principal;Lider;37;9;34294;41;7,9138;1,47;19
24/12/2024;UI/UX Designer;Consultoria;Condiciones Laborales;Promedio;Doctorado;Remoto;Junior;60;2;77925;38;7,0853;1,52;30
25/12/2024;Desarrollador;Soporte;Renuncia;Alto;Licenciatura;Sucursal 1;Lider;50;7;28086;47;9,7745;4,34;185
26/12/2024;Product Owner;Operaciones;Condiciones Laborales;Promedio;Licenciatura;Sucursal 1;Junior;37;1;111615;42;7,4194;2,49;199
27/12/2024;Desarrollador;Operaciones;Condiciones Laborales;Promedio;Otros;Sucursal 1;Semi Senior;42;3;115522;38;8,1555;4,61;172
28/12/2024;Product Owner;Soporte;Condiciones Laborales;Promedio;Doctorado;Sucursal 1;Senior;25;2;118390;47;3,7611;2,58;89
29/12/2024;Tester;Marketing;Falta de Oportunidades;Bajo;Doctorado;Sucursal 1;Senior;30;9;29704;40;3,9971;1,97;144
30/12/2024;Tester;Operaciones;Jubilacion;Bajo;Doctorado;Oficina Principal;Director;65;6;88460;41;7,9625;4,53;16
31/12/2024;Ingeniero de Software;Ventas;Falta de Oportunidades;Alto;Tecnico;Sucursal 1;Senior;45;5;64670;39;4,4583;3,84;113
1/1/2024;Ingeniero de Software;Desarrollo;Cambio de Sector;Alto;Master;Remoto;Lider;40;7;75782;35;2,9521;3,72;66
2/1/2024;Tester;Soporte;Renuncia;Alto;Otros;Sucursal 1;Senior;50;4;54849;36;9,1108;3,00;100
3/1/2024;Gerente de Proyecto;Operaciones;Falta de Oportunidades;Promedio;Tecnico;Sucursal 1;Director;28;7;35401;46;4,1805;1,28;34
4/1/2024;Desarrollador;Consultoria;Jubilacion;Bajo;Doctorado;Oficina Principal;Semi Senior;65;3;93708;44;8,9009;3,23;93
5/1/2024;Product Owner;Marketing;Jubilacion;Promedio;Licenciatura;Oficina Principal;Junior;65;4;51766;46;5,4259;1,06;84
6/1/2024;Product Owner;Recursos Humanos;Cambio de Sector;Bajo;Licenciatura;Oficina Principal;Senior;54;9;87720;48;9,6896;3,24;62
7/1/2024;Analista de Datos;Marketing;Jubilacion;Bajo;Tecnico;Sucursal 1;Junior;65;1;70031;40;4,9536;1,47;104
8/1/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Alto;Tecnico;Sucursal 1;Senior;27;3;119044;36;9,1795;3,98;41
9/1/2024;Product Owner;Desarrollo;Jubilacion;Promedio;Otros;Oficina Principal;Senior;65;9;52698;38;4,0940;1,92;164
10/1/2024;Ingeniero de Software;Consultoria;Falta de Oportunidades;Alto;Doctorado;Sucursal 1;Semi Senior;63;7;52501;48;5,4953;1,26;62
11/1/2024;Gerente de Proyecto;Soporte;Renuncia;Promedio;Tecnico;Oficina Principal;Senior;54;4;28727;40;5,4475;4,46;12
12/1/2024;Analista de Datos;Recursos Humanos;Falta de Oportunidades;Promedio;Master;Remoto;Director;64;4;93167;43;4,5919;2,67;177
13/1/2024;Gerente de Proyecto;Recursos Humanos;Falta de Oportunidades;Promedio;Doctorado;Remoto;Lider;33;9;118259;41;5,8928;3,79;173
14/1/2024;Desarrollador;Ventas;Despido;Promedio;Doctorado;Sucursal 1;Director;61;1;115612;40;5,6212;1,23;101
15/1/2024;Product Owner;Marketing;Falta de Oportunidades;Promedio;Doctorado;Remoto;Junior;58;8;25434;47;8,9240;1,10;106
16/1/2024;Desarrollador;Marketing;Despido;Bajo;Licenciatura;Oficina Principal;Director;44;1;30012;43;4,8058;3,83;150
17/1/2024;Tester;Recursos Humanos;Despido;Bajo;Tecnico;Remoto;Junior;46;7;109682;49;6,5653;3,32;143
18/1/2024;Product Owner;Recursos Humanos;Despido;Bajo;Licenciatura;Sucursal 1;Lider;52;3;51046;41;2,5515;2,98;11
19/1/2024;Tester;Marketing;Condiciones Laborales;Alto;Doctorado;Sucursal 1;Lider;64;7;51135;46;4,9495;1,82;77
20/1/2024;Ingeniero de Software;Operaciones;Cambio de Sector;Promedio;Doctorado;Oficina Principal;Junior;42;5;37910;35;4,2446;1,71;98
21/1/2024;Product Owner;Soporte;Cambio de Sector;Bajo;Otros;Remoto;Senior;43;8;89090;38;1,2984;1,56;164
22/1/2024;UI/UX Designer;Recursos Humanos;Cambio de Sector;Promedio;Master;Remoto;Senior;58;9;71872;49;8,2823;3,96;65
23/1/2024;Analista de Datos;Operaciones;Renuncia;Bajo;Tecnico;Remoto;Senior;37;9;102301;40;3,7121;3,50;98
24/1/2024;Tester;Ventas;Cambio de Sector;Bajo;Otros;Remoto;Semi Senior;62;7;105973;49;4,7239;2,08;196
25/1/2024;Tester;Ventas;Renuncia;Promedio;Master;Sucursal 1;Junior;24;8;119739;41;4,8997;1,73;178
26/1/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Bajo;Doctorado;Sucursal 1;Director;65;3;43676;44;6,3004;3,87;148
27/1/2024;Gerente de Proyecto;Recursos Humanos;Jubilacion;Promedio;Master;Sucursal 1;Senior;65;5;51885;42;9,4803;1,20;14
28/1/2024;Gerente de Proyecto;Recursos Humanos;Condiciones Laborales;Promedio;Licenciatura;Remoto;Semi Senior;28;1;65376;36;1,4358;1,00;55
29/1/2024;Desarrollador;Desarrollo;Renuncia;Promedio;Tecnico;Remoto;Semi Senior;30;8;76024;39;3,8366;1,45;79
30/1/2024;Ingeniero de Software;Desarrollo;Despido;Promedio;Master;Remoto;Lider;61;5;45556;49;6,5614;2,84;80
31/1/2024;UI/UX Designer;Recursos Humanos;Condiciones Laborales;Bajo;Doctorado;Oficina Principal;Director;50;6;108111;35;1,2180;4,47;151
1/2/2024;Gerente de Proyecto;Marketing;Falta de Oportunidades;Bajo;Licenciatura;Oficina Principal;Semi Senior;49;9;54699;46;8,2009;2,39;57
2/2/2024;UI/UX Designer;Soporte;Falta de Oportunidades;Promedio;Tecnico;Remoto;Semi Senior;28;7;67381;36;8,7172;1,97;184
3/2/2024;Gerente de Proyecto;Soporte;Condiciones Laborales;Promedio;Otros;Oficina Principal;Semi Senior;39;5;48570;47;9,8474;1,24;137
4/2/2024;Ingeniero de Software;Soporte;Cambio de Sector;Bajo;Otros;Sucursal 1;Junior;51;4;28527;39;3,8679;2,00;182
5/2/2024;Analista de Datos;Desarrollo;Cambio de Sector;Bajo;Tecnico;Sucursal 1;Lider;44;8;116526;42;3,5091;3,51;152
6/2/2024;Ingeniero de Software;Soporte;Despido;Bajo;Tecnico;Sucursal 1;Junior;59;5;37791;44;2,0161;3,13;124
7/2/2024;Analista de Datos;Soporte;Condiciones Laborales;Bajo;Otros;Oficina Principal;Lider;34;9;110205;43;5,2159;4,60;58
8/2/2024;Product Owner;Soporte;Condiciones Laborales;Alto;Otros;Oficina Principal;Junior;55;4;69962;40;6,9538;3,82;69
