Fecha,Tipo de Consulta,Segmento de Cliente,Canal de Comunicacion,Empleado Responsable,Ubicacion,Estado del Ticket,Nivel de Satisfaccion,Numero de Consultas,Tiempo de Resolucion (minutos),Numero de Seguimientos,Numero de Tickets Abiertos,Numero de Tickets Cerrados,Porcentaje de Resolucion al Primer Contacto,Numero de Escalaciones
9/9/2024,Informacion de Promociones,Mayorista,Correo Electronico,EMP0003,Sucursal A,En Progreso,Insatisfecho,8,13,0,5,2,49.81,2
24/5/2024,Soporte Tecnico,Distribuidor,Telefono,EMP0014,Oficina Principal,Abierto,Neutral,5,80,4,6,3,99.54,2
14/4/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0015,Sucursal A,Cerrado,Muy Insatisfecho,12,24,1,8,3,42.80,2
5/11/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0006,Oficina Principal,Abierto,Satisfecho,20,116,2,1,6,69.89,0
1/8/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0020,Oficina en Linea,Abierto,Muy Satisfecho,10,6,0,2,13,66.84,0
18/7/2024,Informacion de Promociones,Mayorista,Formulario Web,EMP0013,Oficina en Linea,Cerrado,Muy Satisfecho,6,31,2,9,11,65.69,1
22/1/2024,Soporte Tecnico,Mayorista,Formulario Web,EMP0015,Sucursal B,Pendiente,Neutral,9,37,3,2,13,70.44,0
4/3/2024,Soporte Tecnico,Distribuidor,Correo Electronico,EMP0014,Sucursal B,Cerrado,Insatisfecho,6,70,3,6,4,92.36,0
24/2/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0007,Sucursal A,En Progreso,Neutral,9,6,1,5,11,60.08,1
3/4/2024,Informacion de Promociones,Distribuidor,Correo Electronico,EMP0009,Sucursal B,Cerrado,Neutral,2,64,4,3,3,92.72,2
20/12/2024,Consulta de Garantia,Individual,Telefono,EMP0004,Oficina Principal,Pendiente,Muy Insatisfecho,4,122,3,4,7,62.33,1
20/9/2024,Consulta de Facturacion,Empresa,Redes Sociales,EMP0013,Sucursal A,Abierto,Muy Insatisfecho,18,37,0,2,2,89.69,2
15/7/2024,Informacion de Promociones,Distribuidor,Redes Sociales,EMP0009,Oficina en Linea,En Progreso,Muy Satisfecho,20,126,0,3,9,73.42,1
28/4/2024,Consulta de Garantia,Individual,Chat en Linea,EMP0003,Sucursal B,En Progreso,Neutral,6,87,3,6,1,45.62,1
17/7/2024,Informacion de Promociones,Mayorista,Chat en Linea,EMP0012,Oficina en Linea,En Progreso,Muy Satisfecho,9,98,4,8,2,91.02,0
1/5/2024,Informacion de Promociones,Individual,Formulario Web,EMP0002,Oficina en Linea,Pendiente,Satisfecho,1,12,1,5,14,41.20,0
3/2/2024,Consulta de Garantia,Individual,Formulario Web,EMP0013,Sucursal B,Cerrado,Insatisfecho,10,73,3,2,0,66.16,2
30/6/2024,Consulta de Garantia,Empresa,Redes Sociales,EMP0008,Sucursal A,Pendiente,Satisfecho,3,54,2,4,5,88.42,0
14/7/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0013,Oficina en Linea,Cerrado,Insatisfecho,1,68,2,7,8,66.48,2
13/10/2024,Problema de Producto,Distribuidor,Correo Electronico,EMP0009,Sucursal B,Cerrado,Satisfecho,15,60,1,1,7,70.43,1
27/2/2024,Soporte Tecnico,Individual,Formulario Web,EMP0008,Oficina en Linea,En Progreso,Muy Satisfecho,7,60,1,10,10,54.73,2
13/3/2024,Solicitud de Devolucion,Mayorista,Correo Electronico,EMP0008,Sucursal B,Pendiente,Satisfecho,1,132,1,6,2,88.42,2
15/9/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0001,Sucursal B,Cerrado,Satisfecho,12,48,2,5,2,80.07,2
25/9/2024,Soporte Tecnico,Empresa,Telefono,EMP0015,Sucursal B,Pendiente,Satisfecho,2,100,3,0,4,64.97,2
22/8/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0018,Oficina en Linea,Abierto,Insatisfecho,12,27,0,10,2,56.14,1
13/11/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0016,Oficina Principal,En Progreso,Satisfecho,14,105,4,5,13,99.43,1
26/11/2024,Problema de Producto,Individual,Chat en Linea,EMP0017,Sucursal B,Pendiente,Neutral,13,23,1,10,14,66.60,0
8/6/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0005,Sucursal B,En Progreso,Muy Satisfecho,6,112,2,1,2,95.92,2
11/3/2024,Reclamacion de Envio,Empresa,Formulario Web,EMP0008,Oficina en Linea,Pendiente,Neutral,11,69,0,0,8,67.38,0
6/9/2024,Consulta de Garantia,Distribuidor,Telefono,EMP0007,Sucursal B,Pendiente,Neutral,15,58,0,8,1,74.45,0
29/2/2024,Soporte Tecnico,Empresa,Correo Electronico,EMP0011,Sucursal B,Cerrado,Neutral,13,130,1,7,5,54.19,0
1/9/2024,Reclamacion de Envio,Mayorista,Formulario Web,EMP0017,Oficina en Linea,Cerrado,Muy Satisfecho,2,49,2,3,6,58.44,0
15/11/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0008,Sucursal B,Abierto,Insatisfecho,19,39,0,1,0,73.29,0
16/11/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0012,Sucursal A,Abierto,Muy Satisfecho,10,78,4,1,11,87.60,0
10/1/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0010,Oficina en Linea,En Progreso,Muy Insatisfecho,14,87,3,5,2,71.25,0
6/11/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0019,Oficina Principal,Abierto,Satisfecho,8,55,3,9,10,91.56,1
12/7/2024,Problema de Producto,Empresa,Formulario Web,EMP0011,Sucursal B,Abierto,Neutral,8,132,0,5,6,76.70,1
15/1/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0002,Sucursal B,Abierto,Insatisfecho,10,107,2,4,15,73.87,2
16/8/2024,Soporte Tecnico,Distribuidor,Chat en Linea,EMP0014,Sucursal B,En Progreso,Muy Satisfecho,19,65,4,2,14,48.80,2
25/3/2024,Soporte Tecnico,Individual,Formulario Web,EMP0005,Oficina Principal,Abierto,Insatisfecho,12,18,1,0,5,52.77,1
23/6/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0020,Sucursal B,Abierto,Neutral,4,38,2,0,10,66.30,0
8/9/2024,Informacion de Promociones,Empresa,Telefono,EMP0007,Oficina Principal,En Progreso,Neutral,7,103,0,4,12,82.08,0
25/2/2024,Informacion de Promociones,Mayorista,Formulario Web,EMP0018,Oficina en Linea,En Progreso,Neutral,10,71,1,3,0,49.42,0
11/7/2024,Informacion de Promociones,Individual,Telefono,EMP0014,Sucursal B,Cerrado,Muy Insatisfecho,14,85,1,3,8,42.93,2
7/4/2024,Soporte Tecnico,Empresa,Redes Sociales,EMP0016,Sucursal B,Abierto,Muy Insatisfecho,12,94,3,8,5,88.21,0
14/5/2024,Reclamacion de Envio,Distribuidor,Correo Electronico,EMP0005,Oficina en Linea,Pendiente,Satisfecho,12,21,2,7,6,41.89,2
11/10/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0008,Oficina en Linea,En Progreso,Insatisfecho,5,87,1,9,12,73.35,2
30/8/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0009,Oficina en Linea,Pendiente,Satisfecho,18,75,3,9,8,98.29,0
22/5/2024,Soporte Tecnico,Distribuidor,Formulario Web,EMP0011,Sucursal B,Cerrado,Neutral,19,53,0,8,6,57.85,0
22/5/2024,Reclamacion de Envio,Individual,Correo Electronico,EMP0002,Oficina Principal,Pendiente,Insatisfecho,12,109,0,9,14,46.51,2
24/10/2024,Reclamacion de Envio,Mayorista,Redes Sociales,EMP0019,Sucursal B,Cerrado,Satisfecho,15,24,1,6,10,45.53,0
5/8/2024,Consulta de Garantia,Distribuidor,Redes Sociales,EMP0012,Oficina en Linea,Cerrado,Neutral,12,134,4,1,2,81.23,2
11/6/2024,Problema de Producto,Individual,Formulario Web,EMP0002,Oficina en Linea,En Progreso,Satisfecho,3,108,4,1,9,79.18,2
26/10/2024,Soporte Tecnico,Individual,Formulario Web,EMP0018,Sucursal B,Pendiente,Muy Satisfecho,2,126,4,9,13,83.74,0
12/3/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0012,Sucursal A,Abierto,Muy Insatisfecho,8,55,3,4,8,64.81,1
9/7/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0018,Oficina en Linea,En Progreso,Muy Insatisfecho,2,100,1,3,14,47.86,0
1/9/2024,Informacion de Promociones,Individual,Telefono,EMP0017,Oficina en Linea,Cerrado,Neutral,20,126,3,7,13,71.78,0
22/7/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0007,Oficina en Linea,Cerrado,Muy Satisfecho,9,92,3,6,2,98.90,2
22/12/2024,Solicitud de Devolucion,Individual,Telefono,EMP0006,Oficina Principal,Pendiente,Muy Satisfecho,8,119,3,4,14,75.21,0
20/5/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0006,Oficina Principal,Pendiente,Satisfecho,9,102,4,6,10,54.91,2
26/2/2024,Soporte Tecnico,Individual,Correo Electronico,EMP0013,Sucursal A,Cerrado,Muy Insatisfecho,4,101,3,4,10,87.86,1
9/4/2024,Soporte Tecnico,Individual,Chat en Linea,EMP0004,Sucursal A,En Progreso,Muy Insatisfecho,2,20,0,4,2,66.98,1
29/8/2024,Solicitud de Devolucion,Mayorista,Formulario Web,EMP0005,Oficina Principal,Abierto,Muy Insatisfecho,18,83,1,10,11,54.60,1
1/2/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0007,Sucursal B,Abierto,Satisfecho,11,108,2,6,7,49.52,1
12/1/2024,Informacion de Promociones,Mayorista,Telefono,EMP0020,Oficina Principal,En Progreso,Satisfecho,12,19,4,4,15,66.93,0
4/11/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0010,Sucursal A,En Progreso,Muy Satisfecho,9,1,0,10,5,82.04,1
18/7/2024,Problema de Producto,Mayorista,Telefono,EMP0003,Oficina Principal,En Progreso,Satisfecho,5,13,2,4,6,88.01,2
6/11/2024,Problema de Producto,Empresa,Redes Sociales,EMP0004,Sucursal B,Cerrado,Insatisfecho,8,13,3,4,11,44.32,0
10/9/2024,Informacion de Promociones,Individual,Chat en Linea,EMP0002,Oficina en Linea,En Progreso,Muy Insatisfecho,8,59,1,0,5,85.87,0
4/10/2024,Solicitud de Devolucion,Empresa,Telefono,EMP0009,Oficina Principal,En Progreso,Muy Satisfecho,9,56,3,0,5,43.19,0
20/3/2024,Consulta de Garantia,Empresa,Telefono,EMP0016,Sucursal A,En Progreso,Insatisfecho,13,112,0,0,7,44.99,0
12/3/2024,Reclamacion de Envio,Distribuidor,Telefono,EMP0014,Sucursal A,Abierto,Insatisfecho,6,48,4,5,14,68.18,1
12/8/2024,Soporte Tecnico,Distribuidor,Formulario Web,EMP0009,Oficina en Linea,Abierto,Satisfecho,5,91,3,0,9,65.34,2
11/5/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0018,Oficina en Linea,En Progreso,Muy Satisfecho,11,89,0,3,9,83.36,1
4/3/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0005,Oficina Principal,Cerrado,Muy Insatisfecho,9,27,1,0,7,67.86,0
23/10/2024,Soporte Tecnico,Mayorista,Telefono,EMP0017,Oficina en Linea,En Progreso,Muy Insatisfecho,17,112,2,5,13,87.35,0
14/11/2024,Problema de Producto,Empresa,Formulario Web,EMP0006,Sucursal B,Cerrado,Satisfecho,18,122,0,7,11,96.49,2
22/5/2024,Consulta de Facturacion,Individual,Correo Electronico,EMP0018,Oficina Principal,Cerrado,Insatisfecho,1,43,3,7,9,92.87,2
7/1/2024,Soporte Tecnico,Mayorista,Telefono,EMP0010,Oficina Principal,Abierto,Muy Insatisfecho,13,40,2,4,5,68.72,1
24/1/2024,Consulta de Garantia,Individual,Formulario Web,EMP0011,Sucursal B,En Progreso,Satisfecho,13,49,3,2,7,87.78,2
12/11/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0015,Oficina en Linea,En Progreso,Muy Satisfecho,8,58,3,9,6,63.17,2
18/6/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0003,Oficina en Linea,En Progreso,Satisfecho,9,128,0,6,1,86.24,1
1/2/2024,Consulta de Garantia,Empresa,Formulario Web,EMP0003,Oficina Principal,Abierto,Muy Insatisfecho,5,6,3,9,13,89.31,0
4/5/2024,Problema de Producto,Distribuidor,Correo Electronico,EMP0018,Oficina Principal,Pendiente,Muy Insatisfecho,11,65,1,7,0,43.85,2
25/9/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0001,Oficina Principal,Pendiente,Muy Satisfecho,20,87,0,2,15,71.82,1
13/6/2024,Problema de Producto,Mayorista,Correo Electronico,EMP0003,Oficina en Linea,En Progreso,Neutral,5,33,2,2,7,52.71,0
30/1/2024,Soporte Tecnico,Mayorista,Correo Electronico,EMP0003,Sucursal B,En Progreso,Neutral,17,15,0,8,12,69.76,0
22/8/2024,Solicitud de Devolucion,Individual,Formulario Web,EMP0006,Oficina en Linea,En Progreso,Satisfecho,9,97,0,3,1,89.99,2
14/9/2024,Informacion de Promociones,Individual,Formulario Web,EMP0002,Oficina en Linea,Pendiente,Neutral,14,78,1,5,12,66.27,1
5/12/2024,Reclamacion de Envio,Mayorista,Correo Electronico,EMP0010,Oficina Principal,En Progreso,Neutral,17,96,1,10,11,56.23,0
27/2/2024,Reclamacion de Envio,Mayorista,Telefono,EMP0016,Oficina en Linea,Abierto,Muy Insatisfecho,1,95,3,8,15,57.35,1
11/9/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0004,Sucursal A,Cerrado,Muy Satisfecho,4,131,4,7,4,47.73,1
24/5/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0011,Sucursal B,Cerrado,Insatisfecho,14,106,1,7,1,93.13,1
7/3/2024,Soporte Tecnico,Empresa,Redes Sociales,EMP0006,Oficina Principal,En Progreso,Muy Insatisfecho,18,55,3,10,12,77.92,0
11/11/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0016,Oficina en Linea,En Progreso,Insatisfecho,2,17,2,7,9,83.39,2
2/9/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0018,Oficina en Linea,En Progreso,Insatisfecho,8,24,4,9,11,51.59,1
7/10/2024,Reclamacion de Envio,Mayorista,Chat en Linea,EMP0018,Sucursal B,Pendiente,Neutral,13,46,4,0,14,44.03,1
26/2/2024,Consulta de Facturacion,Empresa,Correo Electronico,EMP0017,Oficina en Linea,Pendiente,Neutral,2,95,4,1,14,65.48,0
23/4/2024,Informacion de Promociones,Empresa,Redes Sociales,EMP0001,Sucursal A,En Progreso,Muy Insatisfecho,8,109,0,9,6,59.20,1
17/1/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0019,Sucursal A,Cerrado,Neutral,1,120,1,2,12,49.33,1
21/11/2024,Reclamacion de Envio,Distribuidor,Formulario Web,EMP0016,Sucursal B,Pendiente,Insatisfecho,6,40,2,0,1,69.94,1
27/1/2024,Solicitud de Devolucion,Empresa,Correo Electronico,EMP0015,Oficina Principal,Cerrado,Neutral,16,58,0,9,9,42.65,1
1/12/2024,Reclamacion de Envio,Distribuidor,Redes Sociales,EMP0018,Oficina en Linea,Pendiente,Muy Satisfecho,17,58,0,4,4,95.16,2
23/1/2024,Soporte Tecnico,Distribuidor,Correo Electronico,EMP0005,Oficina en Linea,Cerrado,Satisfecho,19,58,3,5,2,56.48,1
13/9/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0012,Sucursal B,Pendiente,Muy Satisfecho,6,96,3,2,13,73.41,0
30/4/2024,Informacion de Promociones,Empresa,Formulario Web,EMP0013,Sucursal B,Cerrado,Insatisfecho,20,109,0,7,15,55.56,2
2/3/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0016,Oficina en Linea,Abierto,Insatisfecho,2,54,3,8,14,66.01,2
10/5/2024,Reclamacion de Envio,Mayorista,Formulario Web,EMP0014,Oficina en Linea,En Progreso,Neutral,11,92,1,6,15,74.88,1
2/4/2024,Consulta de Garantia,Individual,Telefono,EMP0018,Sucursal A,Pendiente,Neutral,1,128,1,1,2,96.75,0
24/1/2024,Consulta de Garantia,Distribuidor,Formulario Web,EMP0020,Oficina en Linea,Pendiente,Satisfecho,6,125,1,4,12,77.30,1
29/6/2024,Problema de Producto,Empresa,Formulario Web,EMP0003,Oficina en Linea,En Progreso,Satisfecho,7,102,1,0,11,96.01,0
7/12/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0007,Sucursal B,En Progreso,Muy Insatisfecho,10,68,4,6,8,76.24,2
26/1/2024,Informacion de Promociones,Mayorista,Formulario Web,EMP0001,Sucursal A,Pendiente,Neutral,6,15,3,9,3,82.45,2
31/7/2024,Consulta de Garantia,Empresa,Correo Electronico,EMP0010,Oficina Principal,En Progreso,Neutral,11,119,3,7,14,95.36,0
15/2/2024,Problema de Producto,Distribuidor,Redes Sociales,EMP0007,Oficina en Linea,Cerrado,Muy Satisfecho,5,73,1,7,14,87.85,2
31/5/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0010,Oficina Principal,En Progreso,Insatisfecho,10,109,4,4,4,70.24,2
9/9/2024,Solicitud de Devolucion,Mayorista,Telefono,EMP0003,Sucursal B,Pendiente,Neutral,3,42,4,2,11,78.86,1
6/4/2024,Solicitud de Devolucion,Empresa,Redes Sociales,EMP0004,Oficina en Linea,Pendiente,Neutral,20,105,3,10,10,79.93,0
17/3/2024,Soporte Tecnico,Mayorista,Formulario Web,EMP0009,Sucursal A,Pendiente,Neutral,18,122,4,2,1,94.26,2
4/11/2024,Soporte Tecnico,Distribuidor,Formulario Web,EMP0018,Sucursal A,Pendiente,Satisfecho,7,132,3,1,6,68.71,2
26/3/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0009,Oficina en Linea,Pendiente,Satisfecho,14,75,0,5,9,52.97,0
10/9/2024,Informacion de Promociones,Individual,Correo Electronico,EMP0013,Oficina en Linea,En Progreso,Neutral,17,124,2,10,5,89.05,0
18/11/2024,Soporte Tecnico,Mayorista,Telefono,EMP0011,Sucursal A,Pendiente,Muy Insatisfecho,16,85,2,10,9,56.72,0
4/11/2024,Consulta de Facturacion,Mayorista,Chat en Linea,EMP0013,Oficina en Linea,Cerrado,Muy Insatisfecho,17,38,0,8,13,40.82,2
13/4/2024,Consulta de Garantia,Individual,Chat en Linea,EMP0016,Oficina en Linea,Cerrado,Muy Satisfecho,17,109,3,6,4,91.10,0
29/6/2024,Solicitud de Devolucion,Individual,Chat en Linea,EMP0011,Sucursal B,En Progreso,Muy Satisfecho,2,24,4,2,5,62.37,0
7/1/2024,Consulta de Facturacion,Distribuidor,Chat en Linea,EMP0015,Sucursal A,Pendiente,Muy Satisfecho,8,74,1,7,12,94.88,1
6/2/2024,Solicitud de Devolucion,Distribuidor,Correo Electronico,EMP0018,Sucursal B,Cerrado,Satisfecho,4,55,2,10,11,41.03,2
16/5/2024,Soporte Tecnico,Distribuidor,Redes Sociales,EMP0015,Sucursal A,Abierto,Neutral,9,76,3,9,8,82.57,1
27/11/2024,Consulta de Garantia,Mayorista,Chat en Linea,EMP0009,Sucursal B,Abierto,Neutral,1,4,4,9,14,78.33,1
3/9/2024,Solicitud de Devolucion,Distribuidor,Formulario Web,EMP0001,Oficina Principal,Pendiente,Insatisfecho,18,112,2,9,4,69.93,1
15/10/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0016,Oficina Principal,Cerrado,Muy Insatisfecho,9,26,2,4,5,93.96,2
13/2/2024,Solicitud de Devolucion,Individual,Redes Sociales,EMP0002,Oficina en Linea,Pendiente,Insatisfecho,15,61,3,6,7,81.22,0
8/3/2024,Problema de Producto,Individual,Telefono,EMP0009,Sucursal B,En Progreso,Satisfecho,8,30,0,0,15,90.51,0
29/12/2024,Informacion de Promociones,Individual,Telefono,EMP0009,Sucursal A,Abierto,Muy Insatisfecho,19,51,0,7,0,85.76,1
7/10/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0007,Oficina Principal,En Progreso,Neutral,4,92,4,10,13,81.05,1
6/2/2024,Consulta de Facturacion,Mayorista,Telefono,EMP0012,Oficina en Linea,Abierto,Insatisfecho,18,27,4,0,13,68.13,2
4/10/2024,Consulta de Garantia,Mayorista,Correo Electronico,EMP0018,Sucursal B,Pendiente,Insatisfecho,18,32,4,10,11,65.00,2
18/12/2024,Consulta de Facturacion,Distribuidor,Telefono,EMP0019,Oficina en Linea,En Progreso,Muy Insatisfecho,11,22,0,2,5,82.05,0
16/11/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0003,Sucursal A,Pendiente,Muy Insatisfecho,12,124,2,9,3,85.50,1
27/3/2024,Informacion de Promociones,Empresa,Chat en Linea,EMP0020,Sucursal A,Cerrado,Muy Satisfecho,7,22,1,7,12,96.75,0
19/8/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0005,Oficina Principal,Abierto,Neutral,16,131,0,1,11,98.88,0
15/5/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0002,Sucursal A,Abierto,Muy Satisfecho,10,67,3,0,10,56.54,2
7/2/2024,Soporte Tecnico,Mayorista,Telefono,EMP0004,Oficina Principal,En Progreso,Neutral,5,60,3,5,3,67.28,2
3/4/2024,Informacion de Promociones,Empresa,Telefono,EMP0007,Sucursal B,Abierto,Muy Insatisfecho,17,105,1,9,8,57.46,0
19/2/2024,Solicitud de Devolucion,Empresa,Formulario Web,EMP0020,Sucursal A,En Progreso,Muy Satisfecho,5,42,2,1,1,51.21,2
11/7/2024,Informacion de Promociones,Empresa,Correo Electronico,EMP0019,Sucursal A,En Progreso,Insatisfecho,5,64,3,2,10,86.26,1
19/12/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0002,Oficina Principal,En Progreso,Satisfecho,14,120,3,4,10,57.82,2
13/4/2024,Consulta de Garantia,Individual,Chat en Linea,EMP0012,Oficina en Linea,Pendiente,Muy Satisfecho,17,81,3,5,2,79.80,2
12/6/2024,Reclamacion de Envio,Empresa,Correo Electronico,EMP0008,Oficina en Linea,Pendiente,Insatisfecho,3,70,3,8,1,87.67,0
15/6/2024,Informacion de Promociones,Distribuidor,Formulario Web,EMP0009,Sucursal A,Abierto,Neutral,20,38,2,10,10,91.86,0
16/7/2024,Soporte Tecnico,Distribuidor,Correo Electronico,EMP0018,Sucursal A,Cerrado,Muy Insatisfecho,6,71,4,9,2,92.71,1
22/11/2024,Reclamacion de Envio,Individual,Telefono,EMP0016,Oficina Principal,Cerrado,Satisfecho,13,102,3,1,12,48.60,0
21/1/2024,Solicitud de Devolucion,Distribuidor,Chat en Linea,EMP0020,Sucursal A,Pendiente,Muy Satisfecho,16,110,4,7,8,88.57,1
6/1/2024,Consulta de Facturacion,Empresa,Telefono,EMP0020,Sucursal A,En Progreso,Muy Satisfecho,13,65,0,0,5,80.67,2
25/6/2024,Problema de Producto,Empresa,Chat en Linea,EMP0016,Oficina Principal,Cerrado,Muy Satisfecho,1,5,4,7,10,46.04,2
5/4/2024,Consulta de Garantia,Individual,Correo Electronico,EMP0008,Oficina Principal,Cerrado,Satisfecho,8,20,4,3,0,71.13,2
6/11/2024,Consulta de Facturacion,Mayorista,Correo Electronico,EMP0007,Oficina Principal,Cerrado,Neutral,12,8,2,2,11,80.43,2
22/1/2024,Consulta de Garantia,Distribuidor,Correo Electronico,EMP0005,Sucursal B,Cerrado,Insatisfecho,18,90,0,9,8,81.93,0
27/9/2024,Soporte Tecnico,Individual,Formulario Web,EMP0012,Oficina en Linea,Abierto,Satisfecho,13,47,0,2,7,52.73,1
31/8/2024,Informacion de Promociones,Mayorista,Formulario Web,EMP0016,Oficina en Linea,En Progreso,Insatisfecho,2,71,4,7,8,80.71,0
22/9/2024,Consulta de Facturacion,Mayorista,Formulario Web,EMP0004,Sucursal A,Pendiente,Neutral,19,47,4,1,13,69.75,2
9/8/2024,Informacion de Promociones,Mayorista,Telefono,EMP0007,Oficina Principal,En Progreso,Neutral,18,84,3,3,11,89.81,2
13/8/2024,Reclamacion de Envio,Empresa,Chat en Linea,EMP0005,Oficina Principal,En Progreso,Neutral,9,114,0,8,4,47.27,1
7/5/2024,Problema de Producto,Individual,Redes Sociales,EMP0012,Sucursal A,Pendiente,Neutral,9,37,1,10,13,87.04,2
24/9/2024,Consulta de Garantia,Mayorista,Correo Electronico,EMP0018,Sucursal A,En Progreso,Muy Satisfecho,20,81,0,2,1,98.48,2
14/2/2024,Informacion de Promociones,Mayorista,Telefono,EMP0018,Sucursal A,Cerrado,Satisfecho,1,108,0,1,4,40.29,1
14/7/2024,Consulta de Facturacion,Individual,Redes Sociales,EMP0011,Sucursal B,Cerrado,Muy Satisfecho,19,38,3,6,11,44.25,2
7/10/2024,Solicitud de Devolucion,Empresa,Formulario Web,EMP0008,Sucursal A,En Progreso,Muy Satisfecho,19,24,1,8,4,88.47,2
2/2/2024,Informacion de Promociones,Distribuidor,Telefono,EMP0013,Sucursal A,Cerrado,Muy Insatisfecho,20,118,3,5,11,78.09,1
28/2/2024,Consulta de Garantia,Mayorista,Redes Sociales,EMP0003,Oficina en Linea,Pendiente,Satisfecho,18,21,3,4,12,62.78,0
31/1/2024,Consulta de Garantia,Mayorista,Telefono,EMP0006,Sucursal B,Cerrado,Muy Satisfecho,19,134,3,8,0,55.45,2
24/1/2024,Soporte Tecnico,Mayorista,Telefono,EMP0007,Oficina Principal,En Progreso,Satisfecho,16,40,3,6,12,92.68,1
16/10/2024,Solicitud de Devolucion,Distribuidor,Redes Sociales,EMP0003,Sucursal B,Cerrado,Insatisfecho,1,84,0,7,6,42.34,2
6/2/2024,Reclamacion de Envio,Individual,Redes Sociales,EMP0007,Oficina Principal,Abierto,Muy Insatisfecho,19,10,3,5,9,84.79,1
19/2/2024,Soporte Tecnico,Mayorista,Redes Sociales,EMP0004,Sucursal A,En Progreso,Insatisfecho,13,51,1,10,4,60.27,1
16/7/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0008,Sucursal B,Cerrado,Muy Insatisfecho,18,92,3,10,14,40.66,1
28/2/2024,Consulta de Garantia,Distribuidor,Chat en Linea,EMP0010,Sucursal B,En Progreso,Insatisfecho,15,69,4,3,13,88.33,1
8/12/2024,Soporte Tecnico,Individual,Formulario Web,EMP0017,Sucursal A,Abierto,Muy Satisfecho,18,28,0,8,8,61.99,2
6/12/2024,Problema de Producto,Distribuidor,Chat en Linea,EMP0020,Oficina en Linea,Pendiente,Muy Satisfecho,2,67,2,6,9,50.02,0
17/1/2024,Solicitud de Devolucion,Individual,Correo Electronico,EMP0012,Oficina en Linea,En Progreso,Satisfecho,7,23,3,5,0,55.64,0
